make,model,year,category,body_type,transmission,fuel_type,engine,mileage,seats,location,sale_price
Toyota,Corolla,2009,Sedan,Sedan,Manual,Petrol,1.8L,212254,5,Peshawar,1010000
Suzuki,Cultus,2025,Hatchback,Hatchback,Manual,Petrol,1.0L,14474,5,Islamabad,2700000
Suzuki,Mehran,2008,Economy,Hatchback,Automatic,Petrol,800cc,195309,4,Faisalabad,250000
KIA,Sportage,2021,SUV,SUV,Automatic,Petrol,2.0L,55820,5,Rawalpindi,4715000
Suzuki,Cultus,2014,Hatchback,Hatchback,Manual,Petrol,1.0L,135305,5,Quetta,600000
Honda,Vezel,2016,Hybrid,SUV,Manual,Hybrid,1.5L Hybrid,116862,5,Rawalpindi,2275000
KIA,Sportage,2019,SUV,SUV,Automatic,Petrol,2.0L,51512,5,Islamabad,4230000
Toyota,Corolla,2009,Sedan,Sedan,Automatic,Petrol,1.8L,238866,5,Quetta,1125000
Toyota,Yaris,2022,Sedan,Sedan,Automatic,Petrol,1.3L,60681,5,Peshawar,3290000
Toyota,Land Cruiser,2022,Luxury,SUV,Automatic,Petrol,3.5L,60428,7,Faisalabad,20260000
Toyota,Hilux,2026,Pickup,Pickup,Automatic,Diesel,2.4L,3896,5,Peshawar,9410000
Toyota,Fortuner,2014,SUV,SUV,Automatic,Diesel,2.7L,152695,7,Islamabad,3345000
Honda,Vezel,2022,Hybrid,SUV,Automatic,Hybrid,1.5L Hybrid,48866,5,Rawalpindi,5320000
Toyota,Land Cruiser,2025,Luxury,SUV,Manual,Petrol,3.5L,5155,7,Lahore,34035000
Honda,Vezel,2022,Hybrid,SUV,Manual,Hybrid,1.5L Hybrid,39869,5,Quetta,4910000
Suzuki,Swift,2026,Hatchback,Hatchback,Manual,Petrol,1.3L,70,5,Rawalpindi,4130000
Honda,City,2012,Sedan,Sedan,Automatic,Petrol,1.5L,154915,5,Quetta,925000
Toyota,Yaris,2023,Sedan,Sedan,Manual,Petrol,1.5L,19518,5,Peshawar,3100000
Suzuki,Cultus,2021,Hatchback,Hatchback,Automatic,Petrol,1.0L,65654,5,Islamabad,1750000
Honda,Vezel,2025,Hybrid,SUV,Manual,Hybrid,1.5L Hybrid,7597,5,Peshawar,7195000
KIA,Sportage,2019,SUV,SUV,Manual,Petrol,2.0L,79962,5,Karachi,3510000
Honda,Civic,2018,Sedan,Sedan,Automatic,Petrol,1.8L,122376,5,Multan,2905000
Toyota,Hilux,2013,Pickup,Pickup,Automatic,Diesel,2.8L,133084,5,Karachi,2015000
Suzuki,Swift,2015,Hatchback,Hatchback,Automatic,Petrol,1.3L,116128,5,Peshawar,1050000
Suzuki,Swift,2017,Hatchback,Hatchback,Automatic,Petrol,1.3L,115084,5,Islamabad,1435000
Toyota,Hilux,2025,Pickup,Pickup,Manual,Diesel,2.8L,0,5,Islamabad,9555000
Toyota,Hilux,2016,Pickup,Pickup,Automatic,Diesel,2.8L,99425,5,Peshawar,2940000
Suzuki,Bolan,2018,Economy,Van,Automatic,Petrol,800cc,78496,8,Islamabad,795000
KIA,Sportage,2021,SUV,SUV,Automatic,Petrol,2.0L,73777,5,Islamabad,4780000
Suzuki,Mehran,2025,Economy,Hatchback,Manual,Petrol,800cc,21827,4,Faisalabad,1380000
Suzuki,Swift,2018,Hatchback,Hatchback,Automatic,Petrol,1.3L,117909,5,Multan,1500000
Daihatsu,Mira,2021,Economy,Hatchback,Manual,Petrol,660cc,72476,4,Faisalabad,1230000
KIA,Sportage,2020,SUV,SUV,Manual,Petrol,2.0L,89019,5,Lahore,3870000
Toyota,Prius,2020,Hybrid,Hatchback,Automatic,Hybrid,1.8L Hybrid,93116,5,Quetta,2960000
Honda,City,2022,Sedan,Sedan,Automatic,Petrol,1.5L,47283,5,Peshawar,3115000
Toyota,Hilux,2025,Pickup,Pickup,Manual,Diesel,2.4L,31994,5,Islamabad,8285000
Suzuki,Swift,2012,Hatchback,Hatchback,Manual,Petrol,1.3L,207822,5,Islamabad,565000
Honda,Vezel,2024,Hybrid,SUV,Automatic,Hybrid,1.5L Hybrid,0,5,Multan,7345000
Suzuki,Swift,2024,Hatchback,Hatchback,Automatic,Petrol,1.3L,26869,5,Karachi,3325000
Toyota,Yaris,2025,Sedan,Sedan,Manual,Petrol,1.5L,1696,5,Karachi,4675000
Toyota,Fortuner,2016,SUV,SUV,Automatic,Petrol,2.7L,137364,7,Lahore,4295000
Toyota,Prius,2013,Hybrid,Hatchback,Automatic,Hybrid,1.8L Hybrid,138946,5,Rawalpindi,1410000
Hyundai,Tucson,2021,SUV,SUV,Automatic,Petrol,2.0L,56812,5,Karachi,5105000
Toyota,Land Cruiser,2014,Luxury,SUV,Manual,Petrol,4.6L,163195,7,Faisalabad,7655000
Hyundai,Tucson,2026,SUV,SUV,Manual,Petrol,2.0L,11210,5,Islamabad,9740000
Suzuki,Swift,2023,Hatchback,Hatchback,Automatic,Petrol,1.3L,32947,5,Rawalpindi,2885000
Suzuki,Alto,2022,Economy,Hatchback,Manual,Petrol,660cc,41123,4,Faisalabad,1495000
Toyota,Hilux,2011,Pickup,Pickup,Automatic,Diesel,2.8L,146328,5,Faisalabad,1625000
Honda,Vezel,2019,Hybrid,SUV,Manual,Hybrid,1.5L Hybrid,80261,5,Quetta,3450000
Honda,Civic,2014,Sedan,Sedan,Automatic,Petrol,1.5L Turbo,180426,5,Karachi,1895000
Toyota,Land Cruiser,2021,Luxury,SUV,Manual,Petrol,4.6L,73047,7,Karachi,17595000
Daihatsu,Mira,2017,Economy,Hatchback,Automatic,Petrol,660cc,100102,4,Islamabad,785000
Toyota,Corolla,2014,Sedan,Sedan,Manual,Petrol,1.8L,160671,5,Lahore,1540000
Toyota,Prius,2026,Hybrid,Hatchback,Manual,Hybrid,1.8L Hybrid,0,5,Karachi,7000000
Toyota,Hilux,2015,Pickup,Pickup,Automatic,Diesel,2.4L,156354,5,Peshawar,2330000
Honda,Vezel,2014,Hybrid,SUV,Manual,Hybrid,1.5L Hybrid,168925,5,Multan,1780000
Toyota,Prius,2010,Hybrid,Hatchback,Manual,Hybrid,1.8L Hybrid,192632,5,Lahore,1040000
Suzuki,Swift,2014,Hatchback,Hatchback,Automatic,Petrol,1.3L,168491,5,Lahore,960000
Honda,BR-V,2022,Family,SUV,Manual,Petrol,1.5L,48155,7,Lahore,3500000
KIA,Sportage,2024,SUV,SUV,Manual,Petrol,2.0L,18953,5,Islamabad,7300000
Toyota,Hilux,2018,Pickup,Pickup,Automatic,Diesel,2.4L,92209,5,Multan,3915000
Toyota,Yaris,2020,Sedan,Sedan,Manual,Petrol,1.5L,70112,5,Karachi,2320000
Toyota,Yaris,2020,Sedan,Sedan,Automatic,Petrol,1.5L,83605,5,Islamabad,2625000
Suzuki,Alto,2014,Economy,Hatchback,Manual,Petrol,660cc,125160,4,Multan,545000
Suzuki,Wagon R,2023,Hatchback,Hatchback,Automatic,Petrol,1.0L,38463,5,Rawalpindi,1855000
Toyota,Land Cruiser,2015,Luxury,SUV,Manual,Petrol,4.6L,149115,7,Multan,8715000
Suzuki,Alto,2021,Economy,Hatchback,Automatic,Petrol,660cc,82609,4,Multan,1355000
Toyota,Corolla,2009,Sedan,Sedan,Automatic,Petrol,1.8L,207613,5,Faisalabad,925000
Suzuki,Bolan,2007,Economy,Van,Automatic,Petrol,800cc,252828,8,Quetta,315000
Suzuki,Wagon R,2021,Hatchback,Hatchback,Manual,Petrol,1.0L,72887,5,Islamabad,1475000
Suzuki,Wagon R,2024,Hatchback,Hatchback,Manual,Petrol,1.0L,29850,5,Islamabad,2405000
Toyota,Corolla,2017,Sedan,Sedan,Automatic,Petrol,1.8L,86997,5,Islamabad,2270000
Suzuki,Cultus,2026,Hatchback,Hatchback,Automatic,Petrol,1.0L,13776,5,Multan,2765000
Honda,Vezel,2022,Hybrid,SUV,Manual,Hybrid,1.5L Hybrid,66710,5,Multan,4795000
Suzuki,Bolan,2009,Economy,Van,Manual,Petrol,800cc,190627,8,Multan,305000
Honda,BR-V,2019,Family,SUV,Manual,Petrol,1.5L,106483,7,Faisalabad,2930000
KIA,Sportage,2025,SUV,SUV,Automatic,Petrol,2.0L,13362,5,Lahore,7480000
Hyundai,Tucson,2021,SUV,SUV,Automatic,Petrol,2.0L,65538,5,Peshawar,4645000
Suzuki,Bolan,2019,Economy,Van,Automatic,Petrol,800cc,72687,8,Faisalabad,975000
Toyota,Land Cruiser,2015,Luxury,SUV,Automatic,Petrol,3.5L,152114,7,Faisalabad,8500000
Suzuki,Alto,2014,Economy,Hatchback,Automatic,Petrol,660cc,145740,4,Faisalabad,630000
Honda,BR-V,2021,Family,SUV,Manual,Petrol,1.5L,67894,7,Peshawar,3105000
Daihatsu,Mira,2015,Economy,Hatchback,Automatic,Petrol,660cc,114933,4,Multan,575000
Daihatsu,Mira,2018,Economy,Hatchback,Automatic,Petrol,660cc,131693,4,Faisalabad,860000
Daihatsu,Mira,2017,Economy,Hatchback,Automatic,Petrol,660cc,125213,4,Islamabad,875000
Honda,Vezel,2017,Hybrid,SUV,Automatic,Hybrid,1.5L Hybrid,113048,5,Quetta,2715000
Honda,Vezel,2024,Hybrid,SUV,Manual,Hybrid,1.5L Hybrid,18201,5,Karachi,7675000
Suzuki,Mehran,2025,Economy,Hatchback,Manual,Petrol,800cc,6333,4,Multan,1455000
Suzuki,Cultus,2012,Hatchback,Hatchback,Manual,Petrol,1.0L,154462,5,Quetta,450000
Daihatsu,Mira,2024,Economy,Hatchback,Manual,Petrol,660cc,27789,4,Rawalpindi,1820000
Suzuki,Cultus,2010,Hatchback,Hatchback,Manual,Petrol,1.0L,179045,5,Faisalabad,445000
Honda,City,2026,Sedan,Sedan,Manual,Petrol,1.5L,0,5,Lahore,5970000
Toyota,Prius,2018,Hybrid,Hatchback,Automatic,Hybrid,1.8L Hybrid,110119,5,Lahore,2345000
Suzuki,Mehran,2008,Economy,Hatchback,Manual,Petrol,800cc,250671,4,Multan,225000
Daihatsu,Mira,2017,Economy,Hatchback,Manual,Petrol,660cc,84868,4,Lahore,770000
Toyota,Yaris,2026,Sedan,Sedan,Automatic,Petrol,1.3L,0,5,Peshawar,4930000
Daihatsu,Mira,2022,Economy,Hatchback,Automatic,Petrol,660cc,43161,4,Quetta,1555000
Suzuki,Wagon R,2021,Hatchback,Hatchback,Automatic,Petrol,1.0L,64566,5,Multan,1470000
Toyota,Hilux,2017,Pickup,Pickup,Automatic,Diesel,2.4L,105611,5,Faisalabad,2855000
Toyota,Prius,2023,Hybrid,Hatchback,Automatic,Hybrid,1.8L Hybrid,36463,5,Peshawar,4005000
Honda,Vezel,2016,Hybrid,SUV,Automatic,Hybrid,1.5L Hybrid,110106,5,Quetta,2275000
Toyota,Prius,2020,Hybrid,Hatchback,Manual,Hybrid,1.8L Hybrid,68294,5,Karachi,3550000
Honda,BR-V,2023,Family,SUV,Automatic,Petrol,1.5L,10643,7,Islamabad,4980000
Toyota,Prius,2016,Hybrid,Hatchback,Manual,Hybrid,1.8L Hybrid,134271,5,Lahore,1820000
Toyota,Land Cruiser,2017,Luxury,SUV,Manual,Petrol,3.5L,84761,7,Peshawar,10430000
Suzuki,APV,2020,Van,Van,Automatic,Petrol,1.5L,71627,8,Islamabad,2320000
Honda,City,2022,Sedan,Sedan,Automatic,Petrol,1.5L,41088,5,Rawalpindi,3825000
Suzuki,Mehran,2024,Economy,Hatchback,Automatic,Petrol,800cc,41391,4,Faisalabad,1265000
Daihatsu,Mira,2022,Economy,Hatchback,Automatic,Petrol,660cc,50506,4,Peshawar,1485000
KIA,Sportage,2024,SUV,SUV,Manual,Petrol,2.0L,35156,5,Multan,6115000
Suzuki,Alto,2020,Economy,Hatchback,Manual,Petrol,1.0L,86531,4,Multan,1060000
Daihatsu,Mira,2024,Economy,Hatchback,Automatic,Petrol,660cc,19320,4,Lahore,2245000
Toyota,Corolla,2008,Sedan,Sedan,Manual,Petrol,1.8L,264125,5,Karachi,1065000
Daihatsu,Mira,2026,Economy,Hatchback,Automatic,Petrol,660cc,4302,4,Faisalabad,2810000
Toyota,Land Cruiser,2025,Luxury,SUV,Manual,Petrol,4.6L,17083,7,Lahore,32220000
Suzuki,Swift,2026,Hatchback,Hatchback,Automatic,Petrol,1.3L,602,5,Karachi,4830000
Toyota,Corolla,2017,Sedan,Sedan,Automatic,Petrol,1.3L,110585,5,Lahore,2290000
Hyundai,Tucson,2020,SUV,SUV,Automatic,Petrol,2.0L,86697,5,Islamabad,4845000
Suzuki,Alto,2016,Economy,Hatchback,Manual,Petrol,1.0L,108563,4,Quetta,650000
Toyota,Prius,2025,Hybrid,Hatchback,Automatic,Hybrid,1.8L Hybrid,11987,5,Quetta,6060000
Suzuki,Mehran,2013,Economy,Hatchback,Automatic,Petrol,800cc,141624,4,Rawalpindi,340000
Suzuki,Alto,2019,Economy,Hatchback,Manual,Petrol,660cc,97884,4,Karachi,1015000
Honda,City,2012,Sedan,Sedan,Automatic,Petrol,1.5L,201751,5,Faisalabad,1035000
Suzuki,Cultus,2013,Hatchback,Hatchback,Manual,Petrol,1.0L,208477,5,Islamabad,560000
Honda,Vezel,2021,Hybrid,SUV,Automatic,Hybrid,1.5L Hybrid,61160,5,Quetta,4290000
Suzuki,Bolan,2026,Economy,Van,Manual,Petrol,800cc,0,8,Lahore,2205000
Hyundai,Tucson,2026,SUV,SUV,Automatic,Petrol,2.0L,16248,5,Karachi,9855000
Toyota,Corolla,2011,Sedan,Sedan,Automatic,Petrol,1.8L,215116,5,Lahore,915000
Honda,BR-V,2020,Family,SUV,Automatic,Petrol,1.5L,73045,7,Lahore,3340000
Toyota,Yaris,2020,Sedan,Sedan,Manual,Petrol,1.3L,63679,5,Karachi,2400000
Suzuki,Alto,2021,Economy,Hatchback,Automatic,Petrol,660cc,72373,4,Rawalpindi,1230000
Suzuki,Swift,2015,Hatchback,Hatchback,Manual,Petrol,1.3L,134247,5,Islamabad,1035000
Suzuki,Cultus,2025,Hatchback,Hatchback,Automatic,Petrol,1.0L,24984,5,Lahore,2555000
Honda,BR-V,2023,Family,SUV,Manual,Petrol,1.5L,23570,7,Lahore,4830000
Toyota,Hilux,2010,Pickup,Pickup,Automatic,Diesel,2.4L,209212,5,Quetta,1460000
Honda,Civic,2012,Sedan,Sedan,Manual,Petrol,1.8L,176339,5,Quetta,1580000
Honda,BR-V,2023,Family,SUV,Manual,Petrol,1.5L,38707,7,Multan,4240000
Suzuki,Cultus,2022,Hatchback,Hatchback,Automatic,Petrol,1.0L,52654,5,Peshawar,1720000
Daihatsu,Mira,2020,Economy,Hatchback,Manual,Petrol,660cc,82022,4,Lahore,1120000
Honda,City,2024,Sedan,Sedan,Manual,Petrol,1.2L,17994,5,Peshawar,4635000
Honda,Civic,2024,Sedan,Sedan,Manual,Petrol,1.8L,30243,5,Multan,6570000
Toyota,Corolla,2026,Sedan,Sedan,Automatic,Petrol,1.6L,0,5,Peshawar,6525000
Honda,Vezel,2022,Hybrid,SUV,Manual,Hybrid,1.5L Hybrid,44119,5,Multan,5245000
Suzuki,Alto,2021,Economy,Hatchback,Automatic,Petrol,660cc,71829,4,Multan,1290000
Hyundai,Tucson,2022,SUV,SUV,Manual,Petrol,2.0L,69308,5,Lahore,5680000
Suzuki,Mehran,2022,Economy,Hatchback,Automatic,Petrol,800cc,55815,4,Islamabad,1155000
Suzuki,Bolan,2023,Economy,Van,Manual,Petrol,800cc,40343,8,Lahore,1470000
Toyota,Fortuner,2022,SUV,SUV,Automatic,Petrol,2.7L,40795,7,Islamabad,9785000
Honda,BR-V,2022,Family,SUV,Manual,Petrol,1.5L,38089,7,Lahore,3875000
Honda,City,2010,Sedan,Sedan,Automatic,Petrol,1.2L,242699,5,Multan,855000
Toyota,Hilux,2016,Pickup,Pickup,Manual,Diesel,2.4L,111386,5,Peshawar,2860000
Suzuki,Alto,2015,Economy,Hatchback,Manual,Petrol,1.0L,131645,4,Islamabad,485000
Hyundai,Tucson,2026,SUV,SUV,Manual,Petrol,2.0L,8989,5,Faisalabad,8805000
Toyota,Hilux,2020,Pickup,Pickup,Automatic,Diesel,2.4L,53920,5,Multan,4365000
Suzuki,Bolan,2023,Economy,Van,Manual,Petrol,800cc,42775,8,Rawalpindi,1555000
KIA,Sportage,2021,SUV,SUV,Manual,Petrol,2.0L,70466,5,Faisalabad,4260000
Honda,BR-V,2018,Family,SUV,Manual,Petrol,1.5L,107781,7,Lahore,2290000
Toyota,Yaris,2021,Sedan,Sedan,Automatic,Petrol,1.5L,70667,5,Rawalpindi,2785000
Hyundai,Tucson,2021,SUV,SUV,Manual,Petrol,2.0L,51902,5,Multan,5025000
Suzuki,Alto,2022,Economy,Hatchback,Manual,Petrol,660cc,50710,4,Faisalabad,1690000
KIA,Sportage,2020,SUV,SUV,Manual,Petrol,2.0L,75968,5,Lahore,4735000
Suzuki,Alto,2012,Economy,Hatchback,Automatic,Petrol,1.0L,150849,4,Lahore,405000
Hyundai,Tucson,2020,SUV,SUV,Automatic,Petrol,2.0L,73093,5,Faisalabad,4145000
Hyundai,Tucson,2022,SUV,SUV,Automatic,Petrol,2.0L,55967,5,Lahore,6315000
Suzuki,Bolan,2007,Economy,Van,Automatic,Petrol,800cc,211465,8,Lahore,350000
Toyota,Prius,2010,Hybrid,Hatchback,Manual,Hybrid,1.8L Hybrid,228290,5,Peshawar,945000
KIA,Sportage,2020,SUV,SUV,Manual,Petrol,2.0L,70125,5,Rawalpindi,3885000
Toyota,Prius,2024,Hybrid,Hatchback,Automatic,Hybrid,1.8L Hybrid,25885,5,Rawalpindi,5330000
Toyota,Hilux,2020,Pickup,Pickup,Manual,Diesel,2.4L,78516,5,Quetta,4685000
Suzuki,Wagon R,2021,Hatchback,Hatchback,Automatic,Petrol,1.0L,70976,5,Lahore,1520000
Suzuki,Swift,2014,Hatchback,Hatchback,Manual,Petrol,1.3L,138792,5,Multan,945000
Toyota,Land Cruiser,2018,Luxury,SUV,Automatic,Petrol,3.5L,113597,7,Quetta,12970000
Toyota,Corolla,2013,Sedan,Sedan,Manual,Petrol,1.3L,151881,5,Quetta,1295000
Honda,Vezel,2024,Hybrid,SUV,Manual,Hybrid,1.5L Hybrid,50026,5,Quetta,5790000
Honda,BR-V,2024,Family,SUV,Manual,Petrol,1.5L,21327,7,Islamabad,5245000
Suzuki,Alto,2019,Economy,Hatchback,Manual,Petrol,1.0L,86053,4,Peshawar,935000
Toyota,Land Cruiser,2023,Luxury,SUV,Automatic,Petrol,4.6L,46240,7,Rawalpindi,24490000
Suzuki,Cultus,2013,Hatchback,Hatchback,Manual,Petrol,1.0L,178826,5,Islamabad,520000
Toyota,Corolla,2020,Sedan,Sedan,Automatic,Petrol,1.6L,76530,5,Lahore,3150000
Honda,City,2019,Sedan,Sedan,Manual,Petrol,1.5L,66496,5,Rawalpindi,2340000
Toyota,Hilux,2022,Pickup,Pickup,Manual,Diesel,2.8L,54856,5,Islamabad,6715000
Suzuki,Swift,2010,Hatchback,Hatchback,Automatic,Petrol,1.3L,191104,5,Quetta,570000
Hyundai,Tucson,2026,SUV,SUV,Manual,Petrol,2.0L,6506,5,Islamabad,9820000
Toyota,Prius,2022,Hybrid,Hatchback,Automatic,Hybrid,1.8L Hybrid,45288,5,Lahore,4115000
Toyota,Hilux,2013,Pickup,Pickup,Manual,Diesel,2.8L,175755,5,Faisalabad,1560000
Suzuki,Mehran,2025,Economy,Hatchback,Automatic,Petrol,800cc,19917,4,Karachi,1540000
Honda,Vezel,2020,Hybrid,SUV,Manual,Hybrid,1.5L Hybrid,68407,5,Islamabad,3665000
Toyota,Hilux,2023,Pickup,Pickup,Automatic,Diesel,2.8L,30851,5,Multan,6625000
Toyota,Fortuner,2014,SUV,SUV,Manual,Petrol,2.8L,204235,7,Quetta,3240000
Suzuki,Bolan,2017,Economy,Van,Manual,Petrol,800cc,108407,8,Quetta,680000
Toyota,Hilux,2017,Pickup,Pickup,Automatic,Diesel,2.8L,118430,5,Karachi,3080000
Toyota,Fortuner,2017,SUV,SUV,Manual,Diesel,2.7L,115417,7,Islamabad,4995000
Suzuki,Bolan,2022,Economy,Van,Automatic,Petrol,800cc,54956,8,Rawalpindi,1460000
Toyota,Corolla,2009,Sedan,Sedan,Manual,Petrol,1.3L,208464,5,Islamabad,1020000
Toyota,Yaris,2024,Sedan,Sedan,Manual,Petrol,1.3L,6632,5,Rawalpindi,4075000
Honda,Vezel,2020,Hybrid,SUV,Manual,Hybrid,1.5L Hybrid,70555,5,Quetta,4405000
Suzuki,Wagon R,2022,Hatchback,Hatchback,Automatic,Petrol,1.0L,27543,5,Multan,1965000
Suzuki,Mehran,2026,Economy,Hatchback,Manual,Petrol,800cc,0,4,Peshawar,1570000
Suzuki,Cultus,2015,Hatchback,Hatchback,Automatic,Petrol,1.0L,95001,5,Quetta,855000
Honda,BR-V,2020,Family,SUV,Automatic,Petrol,1.5L,86707,7,Peshawar,3015000
Suzuki,APV,2015,Van,Van,Automatic,Petrol,1.5L,148108,8,Karachi,1230000
Hyundai,Tucson,2021,SUV,SUV,Automatic,Petrol,2.0L,58828,5,Quetta,5490000
Toyota,Hilux,2016,Pickup,Pickup,Automatic,Diesel,2.4L,121362,5,Islamabad,2860000
Daihatsu,Mira,2019,Economy,Hatchback,Manual,Petrol,660cc,76427,4,Rawalpindi,1055000
Hyundai,Tucson,2020,SUV,SUV,Manual,Petrol,2.0L,67005,5,Quetta,4110000
Toyota,Prius,2024,Hybrid,Hatchback,Manual,Hybrid,1.8L Hybrid,684,5,Lahore,5735000
Suzuki,Cultus,2014,Hatchback,Hatchback,Automatic,Petrol,1.0L,182455,5,Rawalpindi,695000
Suzuki,Swift,2010,Hatchback,Hatchback,Automatic,Petrol,1.3L,225023,5,Rawalpindi,635000
Honda,City,2019,Sedan,Sedan,Automatic,Petrol,1.5L,72505,5,Lahore,2525000
Toyota,Fortuner,2017,SUV,SUV,Automatic,Diesel,2.8L,95701,7,Lahore,5255000
Hyundai,Tucson,2021,SUV,SUV,Automatic,Petrol,2.0L,50247,5,Lahore,5200000
Suzuki,Mehran,2018,Economy,Hatchback,Automatic,Petrol,800cc,85753,4,Peshawar,565000
Honda,BR-V,2021,Family,SUV,Automatic,Petrol,1.5L,42895,7,Faisalabad,3825000
Honda,BR-V,2023,Family,SUV,Automatic,Petrol,1.5L,42402,7,Karachi,5150000
Toyota,Prius,2025,Hybrid,Hatchback,Automatic,Hybrid,1.8L Hybrid,16036,5,Multan,6315000
Suzuki,Wagon R,2025,Hatchback,Hatchback,Manual,Petrol,1.0L,4450,5,Quetta,2565000
Daihatsu,Mira,2018,Economy,Hatchback,Automatic,Petrol,660cc,113532,4,Multan,955000
Toyota,Yaris,2024,Sedan,Sedan,Manual,Petrol,1.3L,15641,5,Quetta,3505000
Suzuki,Alto,2023,Economy,Hatchback,Manual,Petrol,660cc,40516,4,Faisalabad,1650000
Suzuki,Wagon R,2018,Hatchback,Hatchback,Manual,Petrol,1.0L,78655,5,Peshawar,1055000
Toyota,Fortuner,2021,SUV,SUV,Automatic,Petrol,2.8L,60079,7,Multan,8735000
Toyota,Land Cruiser,2022,Luxury,SUV,Manual,Petrol,3.5L,30165,7,Quetta,22345000
Suzuki,Wagon R,2024,Hatchback,Hatchback,Manual,Petrol,1.0L,18372,5,Peshawar,2375000
Suzuki,Cultus,2018,Hatchback,Hatchback,Automatic,Petrol,1.0L,98636,5,Rawalpindi,1250000
Suzuki,Bolan,2013,Economy,Van,Manual,Petrol,800cc,152827,8,Quetta,360000
Daihatsu,Mira,2010,Economy,Hatchback,Automatic,Petrol,660cc,188997,4,Karachi,410000
Honda,BR-V,2020,Family,SUV,Manual,Petrol,1.5L,66951,7,Karachi,3370000
Toyota,Prius,2024,Hybrid,Hatchback,Automatic,Hybrid,1.8L Hybrid,29726,5,Peshawar,5380000
Toyota,Corolla,2022,Sedan,Sedan,Automatic,Petrol,1.6L,62719,5,Islamabad,4170000
Hyundai,Tucson,2020,SUV,SUV,Manual,Petrol,2.0L,72135,5,Karachi,4730000
Suzuki,Wagon R,2021,Hatchback,Hatchback,Automatic,Petrol,1.0L,82925,5,Quetta,1550000
Honda,City,2025,Sedan,Sedan,Automatic,Petrol,1.2L,0,5,Faisalabad,5295000
Suzuki,Cultus,2014,Hatchback,Hatchback,Manual,Petrol,1.0L,185100,5,Quetta,580000
Suzuki,Cultus,2013,Hatchback,Hatchback,Manual,Petrol,1.0L,137893,5,Lahore,640000
Toyota,Fortuner,2025,SUV,SUV,Manual,Diesel,2.8L,3391,7,Quetta,14155000
Toyota,Hilux,2012,Pickup,Pickup,Manual,Diesel,2.8L,134742,5,Lahore,1715000
Daihatsu,Mira,2022,Economy,Hatchback,Automatic,Petrol,660cc,36017,4,Islamabad,1560000
Suzuki,Cultus,2019,Hatchback,Hatchback,Manual,Petrol,1.0L,89975,5,Peshawar,1055000
Honda,BR-V,2020,Family,SUV,Automatic,Petrol,1.5L,63626,7,Karachi,3025000
Daihatsu,Mira,2025,Economy,Hatchback,Manual,Petrol,660cc,14990,4,Lahore,2080000
Suzuki,Swift,2015,Hatchback,Hatchback,Automatic,Petrol,1.3L,117907,5,Lahore,1090000
Honda,Vezel,2018,Hybrid,SUV,Manual,Hybrid,1.5L Hybrid,76761,5,Multan,3320000
Daihatsu,Mira,2026,Economy,Hatchback,Automatic,Petrol,660cc,7582,4,Quetta,2345000
Toyota,Prius,2018,Hybrid,Hatchback,Automatic,Hybrid,1.8L Hybrid,93265,5,Peshawar,2295000
Honda,BR-V,2019,Family,SUV,Automatic,Petrol,1.5L,97172,7,Islamabad,2640000
Toyota,Hilux,2022,Pickup,Pickup,Automatic,Diesel,2.8L,38442,5,Peshawar,6400000
Honda,Civic,2013,Sedan,Sedan,Manual,Petrol,1.8L,156094,5,Karachi,1630000
Honda,BR-V,2023,Family,SUV,Automatic,Petrol,1.5L,32952,7,Quetta,4705000
Suzuki,Bolan,2017,Economy,Van,Manual,Petrol,800cc,111805,8,Multan,630000
Honda,Civic,2014,Sedan,Sedan,Automatic,Petrol,1.8L,166523,5,Lahore,1745000
Toyota,Prius,2012,Hybrid,Hatchback,Automatic,Hybrid,1.8L Hybrid,161159,5,Quetta,1045000
Suzuki,Swift,2020,Hatchback,Hatchback,Automatic,Petrol,1.3L,73463,5,Islamabad,1755000
Suzuki,Swift,2016,Hatchback,Hatchback,Manual,Petrol,1.3L,134250,5,Faisalabad,1060000
Hyundai,Tucson,2024,SUV,SUV,Manual,Petrol,2.0L,44706,5,Lahore,6445000
Daihatsu,Mira,2016,Economy,Hatchback,Manual,Petrol,660cc,155257,4,Lahore,755000
Toyota,Hilux,2012,Pickup,Pickup,Manual,Diesel,2.4L,141006,5,Islamabad,1680000
Toyota,Prius,2011,Hybrid,Hatchback,Automatic,Hybrid,1.8L Hybrid,209207,5,Faisalabad,1100000
Toyota,Yaris,2020,Sedan,Sedan,Manual,Petrol,1.3L,60572,5,Peshawar,2200000
Honda,BR-V,2024,Family,SUV,Automatic,Petrol,1.5L,17769,7,Quetta,4965000
Honda,BR-V,2023,Family,SUV,Automatic,Petrol,1.5L,25006,7,Lahore,5050000
Daihatsu,Mira,2019,Economy,Hatchback,Automatic,Petrol,660cc,73463,4,Lahore,1090000
Toyota,Land Cruiser,2024,Luxury,SUV,Automatic,Petrol,3.5L,26612,7,Rawalpindi,28970000
Honda,BR-V,2022,Family,SUV,Manual,Petrol,1.5L,65246,7,Rawalpindi,3720000
KIA,Sportage,2021,SUV,SUV,Manual,Petrol,2.0L,47863,5,Peshawar,4385000
Toyota,Hilux,2018,Pickup,Pickup,Automatic,Diesel,2.8L,98855,5,Karachi,3330000
Honda,BR-V,2019,Family,SUV,Manual,Petrol,1.5L,75726,7,Quetta,2570000
